Date,Stock Price,Company
2024-11-20 00:00:00-05:00,883.8499756,NFLX
2024-11-21 00:00:00-05:00,897.4799805,NFLX
2024-11-22 00:00:00-05:00,897.789978,NFLX
2024-11-25 00:00:00-05:00,865.5900269,NFLX
2024-11-26 00:00:00-05:00,872.5999756,NFLX
2024-11-27 00:00:00-05:00,877.3400269,NFLX
2024-11-29 00:00:00-05:00,886.8099976,NFLX
2024-12-02 00:00:00-05:00,897.7399902,NFLX
2024-12-03 00:00:00-05:00,902.1699829,NFLX
2024-12-04 00:00:00-05:00,911.0599976,NFLX
2024-12-05 00:00:00-05:00,917.8699951,NFLX
2024-12-06 00:00:00-05:00,934.7399902,NFLX
2024-12-09 00:00:00-05:00,913.6900024,NFLX
2024-12-10 00:00:00-05:00,913.3499756,NFLX
2024-12-11 00:00:00-05:00,936.5599976,NFLX
2024-12-12 00:00:00-05:00,925.5499878,NFLX
2024-12-13 00:00:00-05:00,918.8699951,NFLX
2024-12-16 00:00:00-05:00,921.0800171,NFLX
2024-12-17 00:00:00-05:00,919.1300049,NFLX
2024-12-18 00:00:00-05:00,889.5499878,NFLX
2024-12-19 00:00:00-05:00,902.039978,NFLX
2024-12-20 00:00:00-05:00,909.0499878,NFLX
2024-12-23 00:00:00-05:00,911.4500122,NFLX
2024-12-24 00:00:00-05:00,932.1199951,NFLX
2024-12-26 00:00:00-05:00,924.1400146,NFLX
2024-12-27 00:00:00-05:00,907.5499878,NFLX
2024-12-30 00:00:00-05:00,900.4299927,NFLX
2024-07-30 00:00:00-04:00,421.3157959,MSFT
2024-07-31 00:00:00-04:00,416.763092,MSFT
2024-08-01 00:00:00-04:00,415.527771,MSFT
2024-08-02 00:00:00-04:00,406.9405212,MSFT
2024-08-05 00:00:00-04:00,393.6510925,MSFT
2024-08-06 00:00:00-04:00,398.0941772,MSFT
2024-08-07 00:00:00-04:00,396.9186401,MSFT
2024-08-08 00:00:00-04:00,401.1625061,MSFT
2024-08-09 00:00:00-04:00,404.4798584,MSFT
2024-08-12 00:00:00-04:00,405.2668762,MSFT
2024-08-13 00:00:00-04:00,412.4395752,MSFT
2024-08-14 00:00:00-04:00,415.2787476,MSFT
2024-08-15 00:00:00-04:00,420.1889343,MSFT
2024-08-16 00:00:00-04:00,417.6340332,MSFT
2024-08-19 00:00:00-04:00,420.6879272,MSFT
2024-08-20 00:00:00-04:00,423.9513855,MSFT
2024-08-21 00:00:00-04:00,423.2927246,MSFT
2024-08-22 00:00:00-04:00,414.7198792,MSFT
2024-08-23 00:00:00-04:00,415.9573975,MSFT
2024-08-26 00:00:00-04:00,412.6639709,MSFT
2024-08-27 00:00:00-04:00,413.0132751,MSFT
2024-08-28 00:00:00-04:00,409.7797852,MSFT
2024-08-29 00:00:00-04:00,412.2947388,MSFT
2024-08-30 00:00:00-04:00,416.3067017,MSFT
2024-09-03 00:00:00-04:00,408.6220703,MSFT
2024-09-04 00:00:00-04:00,408.0831604,MSFT
2024-09-05 00:00:00-04:00,407.5741882,MSFT
2024-09-06 00:00:00-04:00,400.8975525,MSFT
2024-09-09 00:00:00-04:00,404.9095154,MSFT
2024-09-10 00:00:00-04:00,413.3725891,MSFT
2024-09-11 00:00:00-04:00,422.1949158,MSFT
2024-09-12 00:00:00-04:00,426.1470032,MSFT
2024-09-13 00:00:00-04:00,429.7298279,MSFT
2024-09-16 00:00:00-04:00,430.4783325,MSFT
2024-09-17 00:00:00-04:00,434.2807312,MSFT
2024-09-18 00:00:00-04:00,429.9494019,MSFT
2024-09-19 00:00:00-04:00,437.8136597,MSFT
2024-09-20 00:00:00-04:00,434.4004822,MSFT
2024-09-23 00:00:00-04:00,432.6440125,MSFT
2024-09-24 00:00:00-04:00,428.3126831,MSFT
2024-09-25 00:00:00-04:00,431.2467957,MSFT
2024-09-26 00:00:00-04:00,430.4483948,MSFT
2024-09-27 00:00:00-04:00,427.1649475,MSFT
2024-09-30 00:00:00-04:00,429.4403992,MSFT
2024-10-01 00:00:00-04:00,419.8496094,MSFT
2024-10-02 00:00:00-04:00,416.2967224,MSFT
2024-10-03 00:00:00-04:00,415.7079163,MSFT
2024-10-04 00:00:00-04:00,415.2288513,MSFT
2024-10-07 00:00:00-04:00,408.7218933,MSFT
2024-10-08 00:00:00-04:00,413.8815613,MSFT
2024-10-09 00:00:00-04:00,416.6260376,MSFT
2024-10-10 00:00:00-04:00,415.0093079,MSFT
2024-10-11 00:00:00-04:00,415.4883423,MSFT
2024-10-14 00:00:00-04:00,418.3027344,MSFT
2024-10-15 00:00:00-04:00,417.9035034,MSFT
2024-10-16 00:00:00-04:00,415.2887268,MSFT
2024-10-17 00:00:00-04:00,415.8875427,MSFT
2024-10-18 00:00:00-04:00,417.3246765,MSFT
2024-10-21 00:00:00-04:00,417.9434204,MSFT
2024-10-22 00:00:00-04:00,426.6560059,MSFT
2024-10-23 00:00:00-04:00,423.7518005,MSFT
2024-10-24 00:00:00-04:00,423.8815613,MSFT
2024-10-25 00:00:00-04:00,427.2947083,MSFT
2024-10-28 00:00:00-04:00,425.7378235,MSFT
2024-10-29 00:00:00-04:00,431.0871277,MSFT
2024-10-30 00:00:00-04:00,431.6659546,MSFT
2024-10-31 00:00:00-04:00,405.538269,MSFT
2024-11-01 00:00:00-04:00,409.5502319,MSFT
2024-11-04 00:00:00-05:00,407.644043,MSFT
2024-11-05 00:00:00-05:00,410.638031,MSFT
2024-11-06 00:00:00-05:00,419.3406067,MSFT
2024-11-07 00:00:00-05:00,424.5801392,MSFT
2024-11-08 00:00:00-05:00,421.6959229,MSFT
2024-11-11 00:00:00-05:00,417.1749573,MSFT
2024-11-12 00:00:00-05:00,422.1849365,MSFT
2024-11-13 00:00:00-05:00,424.3506165,MSFT
2024-11-14 00:00:00-05:00,426.0372314,MSFT
2024-11-15 00:00:00-05:00,414.17099,MSFT
2024-11-18 00:00:00-05:00,414.9294739,MSFT
2024-11-19 00:00:00-05:00,416.9554138,MSFT
2024-11-20 00:00:00-05:00,414.6599731,MSFT
2024-11-21 00:00:00-05:00,412.8699951,MSFT
2024-11-22 00:00:00-05:00,417,MSFT
2024-11-25 00:00:00-05:00,418.7900085,MSFT
2024-11-26 00:00:00-05:00,427.9899902,MSFT
2024-11-27 00:00:00-05:00,422.9899902,MSFT
2024-11-29 00:00:00-05:00,423.4599915,MSFT
2024-12-02 00:00:00-05:00,430.980011,MSFT
2024-12-03 00:00:00-05:00,431.2000122,MSFT
2024-12-04 00:00:00-05:00,437.4200134,MSFT
2024-12-05 00:00:00-05:00,442.6199951,MSFT
2024-12-06 00:00:00-05:00,443.5700073,MSFT
2024-12-09 00:00:00-05:00,446.019989,MSFT
2024-12-10 00:00:00-05:00,443.3299866,MSFT
2024-12-11 00:00:00-05:00,448.9899902,MSFT
2024-12-12 00:00:00-05:00,449.5599976,MSFT
2024-12-13 00:00:00-05:00,447.269989,MSFT
2024-12-16 00:00:00-05:00,451.5899963,MSFT
2024-12-17 00:00:00-05:00,454.4599915,MSFT
2024-12-18 00:00:00-05:00,437.3900146,MSFT
2024-12-19 00:00:00-05:00,437.0299988,MSFT
2024-12-20 00:00:00-05:00,436.6000061,MSFT
2024-12-23 00:00:00-05:00,435.25,MSFT
2024-12-24 00:00:00-05:00,439.3299866,MSFT
2024-12-26 00:00:00-05:00,438.1099854,MSFT
2024-12-27 00:00:00-05:00,430.5299988,MSFT
2024-12-30 00:00:00-05:00,424.8299866,MSFT
